,ID,N_DCODE,음식코드명
532,A701028102,136,쌀밥
541,A701031101,136,쌀밥
542,A701031801,136,쌀밥
543,A702024001,136,쌀밥
544,A702024001,136,쌀밥
545,A702024001,136,쌀밥
546,A702024002,136,쌀밥
547,A702024002,136,쌀밥
548,A702024002,136,쌀밥
556,A702027501,136,쌀밥
557,A702027501,136,쌀밥
558,A702027501,136,쌀밥
581,A703031602,136,쌀밥
588,A704023401,136,쌀밥
601,A704025001,136,쌀밥
607,A704028704,136,쌀밥
613,A705025601,136,쌀밥
614,A705025601,136,쌀밥
615,A705025601,136,쌀밥
616,A705027301,136,쌀밥
618,A705028901,136,쌀밥
620,A705032102,136,쌀밥
621,A705032102,136,쌀밥
622,A705033501,136,쌀밥
646,A706029801,136,쌀밥
647,A706029801,136,쌀밥
652,A707024801,136,쌀밥
653,A707024801,136,쌀밥
654,A707024802,136,쌀밥
655,A707024802,136,쌀밥
659,A707028801,136,쌀밥
660,A707028802,136,쌀밥
661,A707028802,136,쌀밥
685,A708024904,136,쌀밥
688,A708025801,136,쌀밥
689,A708028201,136,쌀밥
690,A708028201,136,쌀밥
716,A709030401,136,쌀밥
717,A709031301,136,쌀밥
718,A709031301,136,쌀밥
719,A709031302,136,쌀밥
720,A709031302,136,쌀밥
721,A710020601,136,쌀밥
722,A710020601,136,쌀밥
723,A710020602,136,쌀밥
724,A710020602,136,쌀밥
725,A710020602,136,쌀밥
732,A710027901,136,쌀밥
737,A711021302,136,쌀밥
765,A712027504,136,쌀밥
766,A712027504,136,쌀밥
767,A712028101,136,쌀밥
778,A712032903,136,쌀밥
779,A712032903,136,쌀밥
780,A713020501,136,쌀밥
786,A713023102,136,쌀밥
792,A714020501,136,쌀밥
837,A715030801,136,쌀밥
841,A715031801,136,쌀밥
842,A715031801,136,쌀밥
843,A715031802,136,쌀밥
844,A715031802,136,쌀밥
845,A715031802,136,쌀밥
849,A716023601,136,쌀밥
850,A716023601,136,쌀밥
851,A716023601,136,쌀밥
858,A716028701,136,쌀밥
859,A716031201,136,쌀밥
869,A717023101,136,쌀밥
886,A718032001,136,쌀밥
887,A718032001,136,쌀밥
888,A718032002,136,쌀밥
889,A718032002,136,쌀밥
896,A719024502,136,쌀밥
897,A719024502,136,쌀밥
898,A719025201,136,쌀밥
899,A719025201,136,쌀밥
900,A719025201,136,쌀밥
914,A720027901,136,쌀밥
915,A720027901,136,쌀밥
916,A720027902,136,쌀밥
917,A720027902,136,쌀밥
947,A721032101,136,쌀밥
948,A721032101,136,쌀밥
952,A722020106,136,쌀밥
965,A722025001,136,쌀밥
975,A722029303,136,쌀밥
976,A722029303,136,쌀밥
978,A723022501,136,쌀밥
979,A723022501,136,쌀밥
994,A723028502,136,쌀밥
995,A723028502,136,쌀밥
996,A723028502,136,쌀밥
1005,A724022401,136,쌀밥
1009,A724026001,136,쌀밥
1010,A724026002,136,쌀밥
1011,A724026701,136,쌀밥
1013,A724029801,136,쌀밥
1042,A725026601,136,쌀밥
1066,A726027001,136,쌀밥
1067,A726028302,136,쌀밥
1074,A726030901,136,쌀밥
1092,A727023302,136,쌀밥
1093,A727023302,136,쌀밥
1120,A727033002,136,쌀밥
1144,A729023001,136,쌀밥
1145,A729023001,136,쌀밥
1146,A729023001,136,쌀밥
1150,A729024202,136,쌀밥
1158,A729029903,136,쌀밥
1159,A729029903,136,쌀밥
1168,A730024201,136,쌀밥
1169,A730024202,136,쌀밥
1183,A731023501,136,쌀밥
1184,A731023501,136,쌀밥
1185,A731023502,136,쌀밥
1186,A731023502,136,쌀밥
1190,A731027401,136,쌀밥
1191,A731027401,136,쌀밥
1192,A731028502,136,쌀밥
1193,A731032901,136,쌀밥
1194,A731032901,136,쌀밥
1195,A731032901,136,쌀밥
1208,A733023402,136,쌀밥
1209,A733023402,136,쌀밥
1224,A733029801,136,쌀밥
1225,A733029801,136,쌀밥
1227,A733031105,136,쌀밥
1228,A733031105,136,쌀밥
1229,A734021801,136,쌀밥
1232,A734025501,136,쌀밥
1233,A734025501,136,쌀밥
1234,A734025501,136,쌀밥
1235,A734025501,136,쌀밥
1236,A734025502,136,쌀밥
1237,A734025502,136,쌀밥
1238,A734025502,136,쌀밥
1250,A734030201,136,쌀밥
1251,A734030201,136,쌀밥
1252,A734030201,136,쌀밥
1254,A734032101,136,쌀밥
1271,A736020402,136,쌀밥
1272,A736021303,136,쌀밥
1289,A736029001,136,쌀밥
1297,A737023301,136,쌀밥
1298,A737026601,136,쌀밥
1299,A737026601,136,쌀밥
1301,A738020601,136,쌀밥
1302,A738020601,136,쌀밥
1303,A738020601,136,쌀밥
1304,A738020602,136,쌀밥
1311,A738023301,136,쌀밥
1314,A738023905,136,쌀밥
1315,A738023905,136,쌀밥
1320,A738027101,136,쌀밥
1321,A738027101,136,쌀밥
1322,A738027102,136,쌀밥
1323,A738027102,136,쌀밥
1334,B701021504,136,쌀밥
1335,B701021504,136,쌀밥
1347,B701025501,136,쌀밥
1357,B702021201,136,쌀밥
1361,B702025401,136,쌀밥
1362,B702025401,136,쌀밥
1371,B702027705,136,쌀밥
1372,B702028401,136,쌀밥
1373,B702028401,136,쌀밥
1374,B702028401,136,쌀밥
1407,B703025201,136,쌀밥
1413,B703028402,136,쌀밥
1415,B703030202,136,쌀밥
1416,B703030202,136,쌀밥
1445,B705025502,136,쌀밥
1447,B705032001,136,쌀밥
1448,B705032001,136,쌀밥
1449,B705032001,136,쌀밥
1450,B705032801,136,쌀밥
1451,B705032801,136,쌀밥
1453,B705035201,136,쌀밥
1456,B706021101,136,쌀밥
1457,B706021102,136,쌀밥
1464,B706026002,136,쌀밥
1478,B706031301,136,쌀밥
1479,B706032001,136,쌀밥
1480,B706032001,136,쌀밥
1481,B706032002,136,쌀밥
1482,B706033201,136,쌀밥
1483,B707020501,136,쌀밥
1484,B707020501,136,쌀밥
1497,B707035001,136,쌀밥
1498,B707035001,136,쌀밥
1499,B708020401,136,쌀밥
1500,B708020401,136,쌀밥
1501,B708020401,136,쌀밥
1502,B708020402,136,쌀밥
1503,B708020402,136,쌀밥
1504,B708020402,136,쌀밥
1510,B708025501,136,쌀밥
1511,B708025501,136,쌀밥
1512,B708025501,136,쌀밥
1513,B708025502,136,쌀밥
1514,B708025502,136,쌀밥
1515,B708025502,136,쌀밥
1534,B709023701,136,쌀밥
1543,B710026601,136,쌀밥
1544,B710028101,136,쌀밥
1545,B710028101,136,쌀밥
1548,B710030702,136,쌀밥
1549,B710030702,136,쌀밥
1557,B710034501,136,쌀밥
1558,B710034501,136,쌀밥
1559,B710037101,136,쌀밥
1560,B710037101,136,쌀밥
1561,B710037101,136,쌀밥
1562,B710037102,136,쌀밥
1563,B710037102,136,쌀밥
1564,B710037102,136,쌀밥
1568,B710037201,136,쌀밥
1569,B711020301,136,쌀밥
1570,B711020301,136,쌀밥
1571,B711020302,136,쌀밥
1572,B711020302,136,쌀밥
1573,B711020302,136,쌀밥
1580,B711021801,136,쌀밥
1581,B711021801,136,쌀밥
1582,B711024104,136,쌀밥
1603,B711030705,136,쌀밥
1628,B712031501,136,쌀밥
1634,B712036001,136,쌀밥
1636,B713020401,136,쌀밥
1641,B713025601,136,쌀밥
1642,B713025602,136,쌀밥
1650,B713026701,136,쌀밥
1652,B713028001,136,쌀밥
1653,B713028001,136,쌀밥
1654,B713028001,136,쌀밥
1655,B713028002,136,쌀밥
1656,B713028002,136,쌀밥
1657,B713028002,136,쌀밥
1660,B713030701,136,쌀밥
1662,B714025601,136,쌀밥
1666,B714028401,136,쌀밥
1667,B714028401,136,쌀밥
1668,B714030501,136,쌀밥
1712,C702020101,136,쌀밥
1713,C702020101,136,쌀밥
1720,C702027801,136,쌀밥
1721,C702027801,136,쌀밥
1722,C702027801,136,쌀밥
1732,C703021201,136,쌀밥
1733,C703021202,136,쌀밥
1787,C704031204,136,쌀밥
1798,C705021703,136,쌀밥
1799,C705022202,136,쌀밥
1800,C705023501,136,쌀밥
1801,C705023501,136,쌀밥
1802,C705023501,136,쌀밥
1803,C705023502,136,쌀밥
1804,C705023502,136,쌀밥
1805,C705023502,136,쌀밥
1806,C705025801,136,쌀밥
1818,C705029701,136,쌀밥
1825,C705030802,136,쌀밥
1826,C705031901,136,쌀밥
1827,C705031901,136,쌀밥
1828,C705031901,136,쌀밥
1837,C706023401,136,쌀밥
1838,C706023401,136,쌀밥
1839,C706023402,136,쌀밥
1840,C706023402,136,쌀밥
1844,C706024902,136,쌀밥
1845,C706024902,136,쌀밥
1869,C707020401,136,쌀밥
1870,C707020501,136,쌀밥
1871,C707020501,136,쌀밥
1872,C707020501,136,쌀밥
1873,C707020502,136,쌀밥
1874,C707020502,136,쌀밥
1875,C707020502,136,쌀밥
1876,C707024001,136,쌀밥
1877,C707024001,136,쌀밥
1878,C707024002,136,쌀밥
1897,C707028402,136,쌀밥
1898,C707030601,136,쌀밥
1899,C707030601,136,쌀밥
1925,C708029301,136,쌀밥
1926,C708030501,136,쌀밥
1927,C708030501,136,쌀밥
1928,C708030502,136,쌀밥
1929,C708030502,136,쌀밥
1932,C709021803,136,쌀밥
1933,C709021803,136,쌀밥
1942,C709025001,136,쌀밥
1943,C709028901,136,쌀밥
1944,C709029201,136,쌀밥
1945,C709029201,136,쌀밥
1946,C709029202,136,쌀밥
1947,C709029202,136,쌀밥
1973,D701021705,136,쌀밥
1974,D701021705,136,쌀밥
1977,D701023304,136,쌀밥
1980,D701025003,136,쌀밥
1988,D701026501,136,쌀밥
1989,D701026501,136,쌀밥
1990,D701026502,136,쌀밥
1995,D701029801,136,쌀밥
1996,D701030904,136,쌀밥
2001,D702023301,136,쌀밥
2005,D702026104,136,쌀밥
2006,D702026104,136,쌀밥
2007,D702026104,136,쌀밥
2050,D703031701,136,쌀밥
2074,D704025202,136,쌀밥
2075,D704025202,136,쌀밥
2076,D704025202,136,쌀밥
2086,D704028601,136,쌀밥
2087,D704028601,136,쌀밥
2088,D704028601,136,쌀밥
2089,D704030601,136,쌀밥
2090,D704030601,136,쌀밥
2091,D704030601,136,쌀밥
2092,D704030901,136,쌀밥
2100,D704033002,136,쌀밥
2106,D705024203,136,쌀밥
2107,D705025401,136,쌀밥
2126,D706024801,136,쌀밥
2127,D706024801,136,쌀밥
2133,D706032501,136,쌀밥
2134,D706032501,136,쌀밥
2143,D707023801,136,쌀밥
2144,D707023802,136,쌀밥
2146,D707024501,136,쌀밥
2166,D707033601,136,쌀밥
2167,D707033602,136,쌀밥
2174,D708023901,136,쌀밥
2175,D708023902,136,쌀밥
2182,D708030201,136,쌀밥
2183,D708030201,136,쌀밥
2184,D708030202,136,쌀밥
2185,D708030202,136,쌀밥
2186,D708030202,136,쌀밥
2190,D709022601,136,쌀밥
2191,D709022601,136,쌀밥
2192,D709022602,136,쌀밥
2210,D710022905,136,쌀밥
2211,D710023301,136,쌀밥
2212,D710023301,136,쌀밥
2214,D710023801,136,쌀밥
2238,E701026701,136,쌀밥
2373,E705020702,136,쌀밥
2374,E705020702,136,쌀밥
2375,E705020702,136,쌀밥
2422,E705032406,136,쌀밥
2438,E706021701,136,쌀밥
2451,E706032001,136,쌀밥
2452,E706032001,136,쌀밥
2453,E706032001,136,쌀밥
2454,E706032301,136,쌀밥
2455,E706032301,136,쌀밥
2456,E706032301,136,쌀밥
2491,F701032201,136,쌀밥
2507,F702030902,136,쌀밥
2508,F702030902,136,쌀밥
2519,F702038401,136,쌀밥
2520,F702038401,136,쌀밥
2521,F702038401,136,쌀밥
2522,F703020201,136,쌀밥
2523,F703020201,136,쌀밥
2524,F703020202,136,쌀밥
2525,F703020202,136,쌀밥
2527,F703026801,136,쌀밥
2528,F703026802,136,쌀밥
2533,F703032401,136,쌀밥
2534,F703033101,136,쌀밥
2550,F704021902,136,쌀밥
2583,F705021701,136,쌀밥
2584,F705021701,136,쌀밥
2604,F706023601,136,쌀밥
2605,F706023601,136,쌀밥
2606,F706023602,136,쌀밥
2607,F706023602,136,쌀밥
2625,F706029002,136,쌀밥
2626,F706029002,136,쌀밥
2627,F706029003,136,쌀밥
2628,F706029003,136,쌀밥
2641,G701024801,136,쌀밥
2642,G701024801,136,쌀밥
2643,G701024801,136,쌀밥
2648,G701026401,136,쌀밥
2649,G701028001,136,쌀밥
2650,G701028002,136,쌀밥
2657,G702020201,136,쌀밥
2700,G703026602,136,쌀밥
2707,G703030401,136,쌀밥
2708,G703030402,136,쌀밥
2709,G704020502,136,쌀밥
2710,G704020502,136,쌀밥
2711,G704020502,136,쌀밥
2712,G704020503,136,쌀밥
2713,G704020503,136,쌀밥
2714,G704020503,136,쌀밥
2718,G704024001,136,쌀밥
2720,G704024801,136,쌀밥
2725,G704029701,136,쌀밥
2726,G704029701,136,쌀밥
2727,G704030601,136,쌀밥
2728,G704030602,136,쌀밥
2729,H701020401,136,쌀밥
2743,H701025004,136,쌀밥
2744,H701025006,136,쌀밥
2745,H701025006,136,쌀밥
2771,H702025501,136,쌀밥
2782,H702027504,136,쌀밥
2786,H702030202,136,쌀밥
2787,H702030202,136,쌀밥
2803,H703024701,136,쌀밥
2824,H703033202,136,쌀밥
2827,H704021901,136,쌀밥
2835,H704026601,136,쌀밥
2836,H704026602,136,쌀밥
2837,H704026602,136,쌀밥
2846,H704028001,136,쌀밥
2847,H704028001,136,쌀밥
2850,H704029103,136,쌀밥
2851,H704029103,136,쌀밥
2852,H704029103,136,쌀밥
2910,H706020504,136,쌀밥
2923,H706025701,136,쌀밥
2924,H706025702,136,쌀밥
2930,H706028302,136,쌀밥
2931,H706028302,136,쌀밥
2939,H707022401,136,쌀밥
2940,H707022401,136,쌀밥
2941,H707022401,136,쌀밥
2942,H707022402,136,쌀밥
2943,H707022402,136,쌀밥
2944,H707022402,136,쌀밥
2952,H707024001,136,쌀밥
2953,H707024002,136,쌀밥
2961,H707030901,136,쌀밥
2962,H707030902,136,쌀밥
2963,H707031901,136,쌀밥
2987,H709021401,136,쌀밥
2994,H709024704,136,쌀밥
2995,H709024704,136,쌀밥
2996,H709024704,136,쌀밥
3010,H710021901,136,쌀밥
3011,H710021901,136,쌀밥
3012,H710021901,136,쌀밥
3017,H710023201,136,쌀밥
3018,H710023201,136,쌀밥
3069,H711026401,136,쌀밥
3070,H711026401,136,쌀밥
3071,H711026401,136,쌀밥
3078,H711030201,136,쌀밥
3079,H711030201,136,쌀밥
3080,H711030202,136,쌀밥
3093,H712020501,136,쌀밥
3094,H712020501,136,쌀밥
3095,H712020501,136,쌀밥
3104,H712025703,136,쌀밥
3105,H712025703,136,쌀밥
3108,H712031201,136,쌀밥
3111,H712032701,136,쌀밥
3157,H714023502,136,쌀밥
3176,H714029705,136,쌀밥
3177,H714029705,136,쌀밥
3190,H715020501,136,쌀밥
3197,H715024601,136,쌀밥
3198,H715025602,136,쌀밥
3207,H715030201,136,쌀밥
3208,H715030201,136,쌀밥
3209,H715031301,136,쌀밥
3210,H715031301,136,쌀밥
3211,H715031301,136,쌀밥
3219,H716022701,136,쌀밥
3220,H716022701,136,쌀밥
3253,H717027101,136,쌀밥
3259,H717028902,136,쌀밥
3273,H718023704,136,쌀밥
3295,H719023701,136,쌀밥
3333,H720022701,136,쌀밥
3376,H722023201,136,쌀밥
3377,H722023201,136,쌀밥
3378,H722023202,136,쌀밥
3379,H722023202,136,쌀밥
3380,H722024301,136,쌀밥
3381,H722024301,136,쌀밥
3382,H722024302,136,쌀밥
3383,H722024302,136,쌀밥
3384,H722024302,136,쌀밥
3398,H723021001,136,쌀밥
3408,H723025202,136,쌀밥
3411,H723026101,136,쌀밥
3423,H723030901,136,쌀밥
3424,H723030901,136,쌀밥
3425,H723030901,136,쌀밥
3426,H723030902,136,쌀밥
3427,H723030902,136,쌀밥
3428,H723030902,136,쌀밥
3429,H723030903,136,쌀밥
3430,H723030903,136,쌀밥
3432,H724020502,136,쌀밥
3451,H724030301,136,쌀밥
3452,H724030301,136,쌀밥
3462,H725020901,136,쌀밥
3464,H725021401,136,쌀밥
3465,H725021402,136,쌀밥
3469,H725021904,136,쌀밥
3470,H725021904,136,쌀밥
3471,H725021904,136,쌀밥
3505,H726024201,136,쌀밥
3506,H726024201,136,쌀밥
3507,H726024201,136,쌀밥
3520,H726031601,136,쌀밥
3521,H726031602,136,쌀밥
3532,H727020904,136,쌀밥
3533,H727021401,136,쌀밥
3534,H727021402,136,쌀밥
3535,H727021402,136,쌀밥
3546,H727024201,136,쌀밥
3547,H727024201,136,쌀밥
3548,H727024201,136,쌀밥
3549,H727024202,136,쌀밥
3550,H727024202,136,쌀밥
3551,H727024202,136,쌀밥
3553,H727025401,136,쌀밥
3554,H727025401,136,쌀밥
3557,H727028301,136,쌀밥
3574,H728035601,136,쌀밥
3589,H729022804,136,쌀밥
3590,H729022804,136,쌀밥
3591,H729022804,136,쌀밥
3593,H729025604,136,쌀밥
3599,H729028401,136,쌀밥
3606,H729031301,136,쌀밥
3607,H729031301,136,쌀밥
3608,H729031301,136,쌀밥
3609,H729031302,136,쌀밥
3610,H729031302,136,쌀밥
3616,H730026001,136,쌀밥
3618,H730034701,136,쌀밥
3619,H730034701,136,쌀밥
3623,H730038701,136,쌀밥
3633,H730040602,136,쌀밥
3634,H731020601,136,쌀밥
3635,H731021001,136,쌀밥
3636,H731021001,136,쌀밥
3655,H732023702,136,쌀밥
3674,H732029402,136,쌀밥
3683,H732031502,136,쌀밥
3684,H732031802,136,쌀밥
3770,H736024202,136,쌀밥
3771,H736024202,136,쌀밥
3772,H736024601,136,쌀밥
3779,H736028402,136,쌀밥
3780,H736028402,136,쌀밥
3823,H737029105,136,쌀밥
3824,H737029105,136,쌀밥
3843,H738024004,136,쌀밥
3844,H738024004,136,쌀밥
3845,H738024104,136,쌀밥
3856,H739020103,136,쌀밥
3892,H740020701,136,쌀밥
3898,H740026601,136,쌀밥
3899,H740026601,136,쌀밥
3909,H740031901,136,쌀밥
3911,H741020601,136,쌀밥
3912,H741020601,136,쌀밥
3913,H741020601,136,쌀밥
3926,H741022403,136,쌀밥
3927,H741022403,136,쌀밥
3928,H741022403,136,쌀밥
3944,H741032501,136,쌀밥
3945,H741033001,136,쌀밥
3953,H742020802,136,쌀밥
3957,H742026301,136,쌀밥
3958,I701020401,136,쌀밥
3979,I701024802,136,쌀밥
4000,I701028101,136,쌀밥
4001,I701029202,136,쌀밥
4002,I701029202,136,쌀밥
4003,I701029202,136,쌀밥
4008,I701030401,136,쌀밥
4009,I701030401,136,쌀밥
4010,I701030401,136,쌀밥
4017,I701032601,136,쌀밥
4018,I701032601,136,쌀밥
4019,I701032601,136,쌀밥
4020,I701032602,136,쌀밥
4021,I701032602,136,쌀밥
4022,I701032602,136,쌀밥
4036,I702024302,136,쌀밥
4037,I702024302,136,쌀밥
4038,I702024302,136,쌀밥
4050,I702036201,136,쌀밥
4051,I702037001,136,쌀밥
4052,I702037001,136,쌀밥
4053,I702037001,136,쌀밥
4086,I703029901,136,쌀밥
4087,I703029901,136,쌀밥
4088,I703029901,136,쌀밥
4089,I703029902,136,쌀밥
4090,I703029902,136,쌀밥
4091,I703029902,136,쌀밥
4095,I704020901,136,쌀밥
4096,I704020901,136,쌀밥
4097,I704020901,136,쌀밥
4098,I704020902,136,쌀밥
4099,I704020902,136,쌀밥
4100,I704020902,136,쌀밥
4112,I704025001,136,쌀밥
4113,I704025001,136,쌀밥
4116,I704028601,136,쌀밥
4117,I704028601,136,쌀밥
4118,I704028601,136,쌀밥
4119,I704028602,136,쌀밥
4120,I704028602,136,쌀밥
4121,I704028602,136,쌀밥
4128,I704029801,136,쌀밥
4129,I704030601,136,쌀밥
4130,I704030601,136,쌀밥
4131,I704030601,136,쌀밥
4132,I704031001,136,쌀밥
4133,I704031001,136,쌀밥
4144,I705020602,136,쌀밥
4176,I705031404,136,쌀밥
4177,I705031404,136,쌀밥
4185,I706020201,136,쌀밥
4186,I706020202,136,쌀밥
4187,I706023301,136,쌀밥
4188,I706025101,136,쌀밥
4189,I706025101,136,쌀밥
4190,I706025101,136,쌀밥
4191,I706026901,136,쌀밥
4192,I706028001,136,쌀밥
4193,I706028002,136,쌀밥
4194,I706028701,136,쌀밥
4197,I706030301,136,쌀밥
4198,I706031401,136,쌀밥
4199,I706031401,136,쌀밥
4200,I706031801,136,쌀밥
4211,J701023501,136,쌀밥
4212,J701024501,136,쌀밥
4216,J701030901,136,쌀밥
4217,J701030901,136,쌀밥
4218,J701030901,136,쌀밥
4219,J701030902,136,쌀밥
4220,J701030902,136,쌀밥
4223,J701032001,136,쌀밥
4224,J701032001,136,쌀밥
4228,J701033202,136,쌀밥
4229,J701037701,136,쌀밥
4230,J701037701,136,쌀밥
4231,J701037701,136,쌀밥
4232,J701037702,136,쌀밥
4233,J702020203,136,쌀밥
4239,J702021901,136,쌀밥
4240,J702021902,136,쌀밥
4249,J702024801,136,쌀밥
4250,J702024801,136,쌀밥
4251,J702024801,136,쌀밥
4252,J702024802,136,쌀밥
4253,J702024802,136,쌀밥
4254,J702024802,136,쌀밥
4257,J702026101,136,쌀밥
4258,J702026101,136,쌀밥
4259,J702026102,136,쌀밥
4260,J702026102,136,쌀밥
4261,J702027001,136,쌀밥
4262,J702027002,136,쌀밥
4264,J702028202,136,쌀밥
4265,J702029201,136,쌀밥
4284,J703022901,136,쌀밥
4296,J703026101,136,쌀밥
4311,J703029801,136,쌀밥
4312,J703029801,136,쌀밥
4313,J703029802,136,쌀밥
4314,J703029802,136,쌀밥
4341,J704027201,136,쌀밥
4342,J704027201,136,쌀밥
4343,J704027201,136,쌀밥
4354,J705020201,136,쌀밥
4357,J705021301,136,쌀밥
4358,J705021301,136,쌀밥
4359,J705021301,136,쌀밥
4360,J705021302,136,쌀밥
4361,J705021302,136,쌀밥
4362,J705022101,136,쌀밥
4363,J705022101,136,쌀밥
4364,J705022101,136,쌀밥
4365,J705022601,136,쌀밥
4366,J705023101,136,쌀밥
4367,J705023101,136,쌀밥
4368,J705023102,136,쌀밥
4370,J705025401,136,쌀밥
4371,J705025401,136,쌀밥
4372,J705025401,136,쌀밥
4375,J705026802,136,쌀밥
4376,J705026802,136,쌀밥
4377,J705027301,136,쌀밥
4378,J705027301,136,쌀밥
4382,J705030201,136,쌀밥
4383,J705030201,136,쌀밥
4384,J705030201,136,쌀밥
4391,J705031601,136,쌀밥
4392,J705031602,136,쌀밥
4405,J706029503,136,쌀밥
4406,J706029503,136,쌀밥
4407,J706029503,136,쌀밥
4408,J706029901,136,쌀밥
4409,J706029901,136,쌀밥
4433,K702027001,136,쌀밥
4453,K702032501,136,쌀밥
4454,K702032502,136,쌀밥
4466,K704025001,136,쌀밥
4467,K704025001,136,쌀밥
4473,K704030301,136,쌀밥
4474,K704030301,136,쌀밥
4477,K705021201,136,쌀밥
4478,K705021201,136,쌀밥
4480,K705029601,136,쌀밥
4482,K705035401,136,쌀밥
4483,K705035401,136,쌀밥
4486,K705039301,136,쌀밥
4487,K705039301,136,쌀밥
4488,K705039301,136,쌀밥
4489,K705039302,136,쌀밥
4490,K705039302,136,쌀밥
4491,K705039302,136,쌀밥
4492,K705041101,136,쌀밥
4493,K705041101,136,쌀밥
4494,K706022401,136,쌀밥
4495,K706022401,136,쌀밥
4496,K706022401,136,쌀밥
4503,K706024201,136,쌀밥
4504,K706024201,136,쌀밥
4505,K706024201,136,쌀밥
4507,K706026001,136,쌀밥
4508,K706026001,136,쌀밥
4509,K706026001,136,쌀밥
4531,K706033902,136,쌀밥
4532,K706033902,136,쌀밥
4533,K706033902,136,쌀밥
4542,K707024702,136,쌀밥
4543,K707025301,136,쌀밥
4544,K707025301,136,쌀밥
4545,K707025301,136,쌀밥
4559,K707031101,136,쌀밥
4560,K707031101,136,쌀밥
4561,K707031101,136,쌀밥
4562,K707032101,136,쌀밥
4563,K707032101,136,쌀밥
4564,K707032101,136,쌀밥
4588,L702022301,136,쌀밥
